name,gfn2_alpha(A^3),add_alpha(A^3),dft_alpha(A^3),subset
22564744,8.485981981209893,8.720000000000002,7.722513090000001,pcqc
140449,8.476997393980492,8.547,7.7554101599999985,pcqc
13244595,8.45857610796759,8.174,7.761090585000002,pcqc
20386164,8.784077903833822,8.869000000000002,7.782132854999999,pcqc
61278,8.54347898284755,8.759000000000002,7.789146944999999,pcqc
4093,8.48332043561066,8.807000000000002,7.884281715,pcqc
53850231,8.99628063315233,8.825000000000003,7.93362732,pcqc
7160900,9.192776079444958,8.904000000000002,7.961140335,pcqc
57667512,8.881683764903244,8.825000000000003,7.966376205,pcqc
137717,8.901450419909828,8.968,7.971760260000001,pcqc
12839504,9.26438174744324,8.965000000000002,8.008164375,pcqc
12216213,8.592854573198986,8.889000000000003,8.04822372,pcqc
53906184,8.681085232140083,9.3,8.053212615000001,pcqc
59386257,8.146112047553588,8.639000000000003,8.075341575000001,pcqc
59622974,6.7059209907915625,6.4510000000000005,8.098507829999999,pcqc
