ID,SMILES
65053074,CCC(C)(CN)OCC1=CC=CC=N1
18444704,COC1=CC(=C(C(=C1F)CC(=O)O)F)OC
2777116,CC1SCC(CS1)O
4777961,CCC(C)(C)N1CC(CC1=O)C(=O)O
11084516,CC1(CC(=O)C=C(O1)C(C)(C)C)C
20401086,CC(=O)C1=C(N(C=C1)C)C(=O)O
58905775,CCOC(=O)CCCCCOC(=O)C(=C)C#N
68478,C1=CC=C2C(=C1)C(=O)N3C=CC=CC3=N2
50915890,CC1(C2=CC(=C(C=C2CCN1)O)OC)C
43611396,CC(CN(C)C1CCOCC1)C(=O)O
57687185,CC1=CC(=C(C=C1OC)[N+](=O)[O-])C(=O)N
14491725,CC1C2=CC=CC=C2C(N1)C
42426834,C1[C@H]2[C@@]1(C(=O)OC2)C3=CC=C(C=C3)F
3072042,CC(C)N1CCC=C(C1)C=NOC
59480959,CC12CCC(CC1)(C(C2(F)F)F)OCOC
57070195,CCCCCCOC#C
21186455,C1CC(CNC1)COCC2=CC=CC=N2
20269316,CCC1=CC(=CC2=C1OC(=C(C2)C(=O)C)C)C
63006338,C1CC(OC1)CNCC2CCNC2
22082794,CCOC(=O)[C@@]1(C[C@H]1C=C)N
65042071,COC1=CC=CC(=C1)CC2CC3=CC=CC=C3N2
63389614,CCCCN(CCCl)CC1CC1
3000566,CNC1=CC=C(C=C1)C(=S)N
54943003,CC(C)CN(CCOC)CC(=O)C1=CC=CN1
59637017,CC1=CC(=NC(=N1)CC(C)(C)C)Cl
14344971,C(CC#CBr)C#CBr
64953784,CC1CN(CCN1)CC2=CC3=C(C=C2)OCO3
64033435,CCCC1=CC=C(C=C1)C(C(C)C(C)C)N
58260476,CC1=CC2=C(CC=CN2C)C=C1
24710428,CCC1=CC=C(S1)COC2=CC=CC(=C2)N
54332111,C(CCC=CCC=CCCCO)CCC(=O)O
20829874,C1=C(C=C(C=C1F)F)C2=NC=C(C=N2)[N+](=O)[O-]
24254550,C1=CSC(=C1)C2=NN=C(O2)CCCN
18001739,CCCCCN1CCC(CC1)N
22298470,CC1=CC=C[C@]2(C1CC3=C(C2)OC=C3C)C
21028966,CCCCCCC(C)OCF
