Folder,Molecule,alpha_GFN2,alpha_wb97,error
mike-copolymer,44-76_ABAB,60.696357256,78.695892,17.999534744
mike-copolymer,56-66_ABAB,54.814392219999995,72.810672,17.99627978
mike-copolymer,42-67_ABAB,58.103577372,76.09326267,17.989685298
mike-copolymer,57-60_ABAB,56.355280456,74.343212,17.987931544
kyle-mutants,937,75.951497808,93.93890533,17.987407522
mike-copolymer,67-82_ABAB,72.68499987199999,90.67150933,17.986509458
kyle-mutants,1301,63.545760259999994,81.52382667,17.97806641
mike-copolymer,37-69_ABAB,55.902145303999994,73.85826533,17.956120026
mike-copolymer,41-79_ABAB,53.818550984,71.76973867,17.951187686
mike-copolymer,42-50_ABAB,50.144390304,68.09514533,17.950755026
mike-copolymer,55-60_ABAB,57.958451532,75.90308267,17.944631138
mike-copolymer,69-78_ABAB,57.326895572,75.267768,17.940872428
mike-copolymer,15-82_ABAB,59.653020008,77.59102267,17.938002662
mike-copolymer,49-57_ABAB,60.211665395999994,78.14908133,17.937415934
mike-copolymer,6-37_ABAB,47.739280488,65.67238533,17.933104842
mike-copolymer,43-65_ABAB,57.353119987999996,75.28429467,17.931174682
kyle-mutants,1461,94.27096962799999,112.1914,17.920430372
mike-copolymer,53-71_ABAB,56.509649487999994,74.42924933,17.919599842
kyle-mutants,1160,77.16350828799999,95.08131733,17.917809042
mike-copolymer,11-37_ABAB,48.820904004,66.73379200000001,17.912887996
mike-copolymer,2-80_ABAB,45.542340812,63.45416133,17.911820518
mike-copolymer,36-84_ABAB,55.16305358,73.071892,17.90883842
mike-copolymer,37-94_ABAB,51.070633799999996,68.971108,17.9004742
mike-copolymer,38-61_ABAB,60.86432437999999,78.76061733,17.89629295
mike-copolymer,44-91_ABAB,49.039435475999994,66.93156933,17.892133854
mike-copolymer,33-45_ABAB,47.45473494799999,65.34071733,17.885982382
mike-copolymer,2-81_ABAB,57.947960108,75.822028,17.874067892
mike-copolymer,22-45_ABAB,47.8536281,65.72142267,17.86779457
mike-copolymer,36-57_ABAB,54.888088968,72.75196533,17.863876362
mike-copolymer,44-49_ABAB,54.112732212,71.96149733,17.848765118
mike-copolymer,61-62_ABAB,62.684488763999994,80.524284,17.839795236
mike-copolymer,63-64_ABAB,63.08376138799999,80.91855600000001,17.834794612
mike-copolymer,63-74_ABAB,64.33733752,82.16407467,17.82673715
mike-copolymer,49-56_ABAB,55.790978952,73.60804667,17.817067718
mike-copolymer,56-60_ABAB,51.940168727999996,69.75309067,17.812921942
mike-copolymer,76-82_ABAB,73.976769772,91.779832,17.803062228
kyle-mutants,1842,75.63617404,93.437136,17.80096196
mike-copolymer,49-79_ABAB,57.078533664,74.87872533,17.800191666
mike-copolymer,61-94_ABAB,55.582054899999996,73.35629867,17.77424377
mike-copolymer,34-46_ABAB,58.099674168,75.87136133,17.771687162
kyle-mutants,1241,80.88955243999999,98.655764,17.76621156
mike-copolymer,43-100_ABAB,58.303247131999996,76.06928667,17.766039538
kyle-mutants,1024,69.403621424,87.16800400000001,17.764382576
mike-copolymer,60-79_ABAB,53.192241032,70.952828,17.760586968
mike-copolymer,17-44_ABAB,50.961234716,68.71871867,17.757483954
mike-copolymer,60-83_ABAB,56.154671488,73.90404667,17.749375182
mike-copolymer,30-44_ABAB,49.083984216,66.82737733,17.743393114
mike-copolymer,19-86_ABAB,56.920795115999994,74.66382933,17.743034214
mike-copolymer,46-58_ABAB,49.873445668,67.61360267,17.740157002
mike-copolymer,54-80_ABAB,54.496548307999994,72.230512,17.733963692
mike-copolymer,32-77_ABAB,52.765442627999995,70.49758,17.732137372
mike-copolymer,80-93_ABAB,54.207516739999996,71.93752133,17.73000459
mike-copolymer,46-89_ABAB,56.65273722,74.37444,17.72170278
mike-copolymer,42-100_ABAB,53.721105711999996,71.43881067,17.717704958
mike-copolymer,45-92_ABAB,50.184780243999995,67.90013067,17.715350426
mike-copolymer,41-83_ABAB,56.779062915999994,74.49234667,17.713283754
mike-copolymer,31-80_ABAB,54.049007407999994,71.75918133,17.710173922
kyle-mutants,280,47.41686411599999,65.12083867,17.703974554
mike-copolymer,43-72_ABAB,62.52970740400001,80.22793867,17.698231266
homopolymer,5-sp07,55.68916960399999,73.38624399999999,17.697074396
kyle-mutants,1585,61.29977664,78.986712,17.68693536
kyle-mutants,437,89.148594168,106.83054399999999,17.681949832
mike-copolymer,59-60_ABAB,53.78667252399999,71.46096133,17.674288806
kyle-mutants,1718,101.319494048,118.9937267,17.674232652
mike-copolymer,41-44_ABAB,50.842580452,68.51211067,17.669530218
mike-copolymer,19-61_ABAB,48.828623536,66.49570933,17.667085794
kyle-mutants,1600,76.904254172,94.56159067,17.657336498
kyle-mutants,416,78.43310334799999,96.08520133,17.652097982
kyle-mutants,329,67.76529339199999,85.41696667,17.651673278
kyle-mutants,1700,61.425329776,79.07427867,17.648948894
mike-copolymer,43-49_ABAB,57.379836059999995,75.02361733,17.64378127
mike-copolymer,44-74_ABAB,51.82889744399999,69.46049467,17.631597226
mike-copolymer,38-45_ABAB,52.589446503999994,70.21864933,17.629202826
kyle-mutants,1000,87.31677345199999,104.9451227,17.628349248
mike-copolymer,30-61_ABAB,55.18107998,72.807564,17.62648402
mike-copolymer,61-70_ABAB,56.40000502,74.02377867,17.62377365
mike-copolymer,55-77_ABAB,61.88809602799999,79.50860933,17.620513302
kyle-mutants,305,95.58808082799999,113.2081107,17.620029872
kyle-mutants,344,79.566629724,97.185532,17.618902276
mike-copolymer,33-77_ABAB,55.340580616,72.95881999999999,17.618239384
mike-copolymer,30-78_ABAB,52.11753696,69.731236,17.61369904
kyle-mutants,907,85.174766936,102.77810670000001,17.603339764
mike-copolymer,31-78_ABAB,54.058850148,71.66169867,17.602848522
mike-copolymer,1-86_ABAB,56.472601684,74.05885467,17.586252986
mike-copolymer,44-65_ABAB,54.08576602,71.67052933,17.58476331
mike-copolymer,27-37_ABAB,52.635394288,70.20902933,17.573635042
mike-copolymer,37-100_ABAB,56.575883483999995,74.14262267,17.566739186
kyle-mutants,1678,82.1932134,99.74701733,17.55380393
mike-copolymer,60-61_ABAB,56.25312686,73.806564,17.55343714
pubchemqc,6957421,20.38678461009205,37.933804239651494,17.5470196295594
kyle-mutants,1040,71.37939848399999,88.92471467,17.545316186
mike-copolymer,43-67_ABAB,62.70168029599999,80.24357733,17.541897034
mike-copolymer,51-63_ABAB,67.31968773999999,84.85718133,17.53749359
mike-copolymer,46-92_ABAB,54.53073912,72.06642933,17.53569021
mike-copolymer,34-37_ABAB,57.528582719999996,75.06421867,17.53563595
homopolymer,5-sp09,53.551585919999994,71.074336,17.52275008
mike-copolymer,54-60_ABAB,53.1396331,70.659196,17.5195629
mike-copolymer,46-100_ABAB,57.145736616,74.66358267,17.517846054
mike-copolymer,8-86_ABAB,59.10953292799999,76.626112,17.516579072
mike-copolymer,86-91_ABAB,63.13107462,80.64450933,17.51343471
mike-copolymer,41-57_ABAB,56.958283664,74.46496667,17.506683006
mike-copolymer,44-70_ABAB,50.374672976,67.87492133,17.500248354
homopolymer,3-sp78,41.106531135999994,58.60489200000001,17.498360864
mike-copolymer,52-61_ABAB,62.41096582000001,79.905496,17.49453018
mike-copolymer,2-86_ABAB,56.671496812,74.160432,17.488935188
mike-copolymer,17-78_ABAB,53.9333867,71.42070533,17.48731863
mike-copolymer,2-61_ABAB,48.59184766,66.07588267,17.48403501
mike-copolymer,6-61_ABAB,52.245687348,69.72097467,17.475287322
mike-copolymer,41-50_ABAB,53.70491688,71.18005733,17.47514045
mike-copolymer,31-63_ABAB,63.540909559999996,81.008984,17.46807444
mike-copolymer,38-80_ABAB,57.796386352000006,75.26357467,17.467188318
mike-copolymer,49-85_ABAB,60.024209631999994,77.47661867,17.452409038
kyle-mutants,1831,78.56263842399999,96.01080667,17.448168246
mike-copolymer,37-71_ABAB,54.48686008,71.92242533,17.43556525
mike-copolymer,6-44_ABAB,46.186207856,63.61562933,17.429421474
mike-copolymer,83-85_ABAB,60.446647512,77.87483733,17.428189818
mike-copolymer,53-75_ABAB,57.884198008,75.31128000000001,17.427081992
mike-copolymer,26-61_ABAB,55.951727524,73.37109867,17.419371146
mike-copolymer,39-64_ABAB,55.35136211999999,72.75670133,17.40533921
mike-copolymer,60-63_ABAB,62.697285584,80.09917867,17.401893086
mike-copolymer,31-77_ABAB,56.73459661199999,74.13581467,17.401218058
kyle-mutants,927,105.74470574,123.14463329999998,17.39992756
kyle-mutants,789,74.037635808,91.43124267,17.393606862
kyle-mutants,1829,105.507486604,122.8800587,17.372572096
mike-copolymer,42-56_ABAB,49.022814188,66.38160133,17.358787142
mike-copolymer,44-58_ABAB,47.73271964799999,65.08359200000001,17.350872352
kyle-mutants,112,89.14187171200001,106.49053870000002,17.348666988
kyle-mutants,120,55.861837799999996,73.19774133,17.33590353
mike-copolymer,45-51_ABAB,52.623595431999995,69.959304,17.335708568
mike-copolymer,54-66_ABAB,56.048165655999995,73.383728,17.335562344
mike-copolymer,39-57_ABAB,59.435993252,76.768192,17.332198748
kyle-mutants,605,69.68229092,87.00658533,17.32429441
mike-copolymer,61-71_ABAB,58.959702168,76.27954533,17.319843162
mike-copolymer,36-60_ABAB,50.392600068,67.69485467,17.302254602
mike-copolymer,42-54_ABAB,50.233894932,67.53333733,17.299442398
mike-copolymer,30-37_ABAB,50.653497279999996,67.94976,17.29626272
homopolymer,5-sp22,64.24018587999998,81.52663867,17.28645279
mike-copolymer,34-86_ABAB,70.10307268,87.34511067,17.24203799
mike-copolymer,33-53_ABAB,53.26475156,70.50197067,17.23721911
mike-copolymer,51-83_ABAB,60.77475122799999,78.01055333,17.235802102
mike-copolymer,49-54_ABAB,57.018630368000004,74.25110667,17.232476302
mike-copolymer,39-65_ABAB,58.80187408,76.02908000000001,17.22720592
mike-copolymer,23-61_ABAB,57.03421684,74.25362267,17.21940583
mike-copolymer,11-44_ABAB,47.262949295999995,64.47156267,17.208613374
kyle-mutants,1106,96.220504512,113.42547330000001,17.204968788
kyle-mutants,1495,54.47617773599999,71.678768,17.202590264
mike-copolymer,36-65_ABAB,54.258116164,71.45578133,17.197665166
mike-copolymer,3-82_ABAB,59.310670255999995,76.50618267,17.195512414
kyle-mutants,638,57.90027436,75.09411467,17.19384031
mike-copolymer,60-84_ABAB,56.633762583999996,73.82565600000001,17.191893416
kyle-mutants,1223,69.517195736,86.70422133,17.187025594
mike-copolymer,42-55_ABAB,55.045026836,72.22725600000001,17.182229164
kyle-mutants,782,91.3477941,108.52400929999999,17.1762152
mike-copolymer,58-63_ABAB,60.24086268799999,77.41046267,17.169599982
mike-copolymer,70-80_ABAB,53.339158559999994,70.50606533,17.16690677
mike-copolymer,11-83_ABAB,53.209228767999996,70.37464133,17.165412562
mike-copolymer,49-60_ABAB,55.737754599999995,72.89962,17.1618654
mike-copolymer,43-98_ABAB,64.26646490799999,81.42229867,17.155833762
mike-copolymer,56-79_ABAB,53.283895212,70.43764,17.153744788
mike-copolymer,63-85_ABAB,66.9755537,84.11984533,17.14429163
pubchemqc,59227778,25.56814335598569,42.67423315338426,17.1060897973986
kyle-mutants,917,46.457714152,63.56249733,17.104783178
kyle-mutants,949,46.457736352000005,63.56062267,17.102886318
mike-copolymer,77-84_ABAB,60.599279319999994,77.68924533,17.08996601
mike-copolymer,37-89_ABAB,56.13407195999999,73.21520533,17.08113337
mike-copolymer,37-70_ABAB,51.9046878,68.98482267,17.08013487
mike-copolymer,61-93_ABAB,57.253734435999995,74.32599467,17.072260234
mike-copolymer,51-77_ABAB,60.455598699999996,77.52363333,17.06803463
mike-copolymer,42-72_ABAB,57.940803568,75.00289733,17.062093762
mike-copolymer,52-80_ABAB,59.334540584,76.39054533,17.056004746
mike-copolymer,72-82_ABAB,72.52026565999999,89.57478,17.05451434
mike-copolymer,46-51_ABAB,56.955266980000005,74.009028,17.05376102
mike-copolymer,33-57_ABAB,55.77946677199999,72.82981333,17.050346558
mike-copolymer,36-41_ABAB,51.02370122399999,68.05577733,17.032076106
mike-copolymer,42-93_ABAB,49.899113604,66.928708,17.029594396
mike-copolymer,79-85_ABAB,57.48763926,74.50310133,17.01546207
homopolymer,4-sp85,60.418549268,77.42462133,17.006072062
mike-copolymer,79-84_ABAB,57.986162607999994,74.986864,17.000701392
homopolymer,5-sp02,45.500202696,62.488856000000006,16.988653304
kyle-mutants,753,61.947214036,78.93560267,16.988388634
mike-copolymer,10-37_ABAB,45.274845907999996,62.258864,16.984018092
mike-copolymer,71-79_ABAB,55.910067892,72.89384799999999,16.983780108
mike-copolymer,14-61_ABAB,53.803424496,70.779668,16.976243504
mike-copolymer,32-44_ABAB,47.14806769999999,64.122036,16.9739683
mike-copolymer,59-93_ABAB,54.78676964799999,71.75854,16.971770352
mike-copolymer,11-36_ABAB,47.472740036,64.44058133,16.967841294
mike-copolymer,58-79_ABAB,50.71361621199999,67.67630533,16.962689118
mike-copolymer,45-57_ABAB,52.515597908,69.47638,16.960782092
mike-copolymer,83-100_ABAB,60.96268222,77.92027333,16.95759111
mike-copolymer,61-91_ABAB,55.078444495999996,72.03293199999999,16.954487504
mike-copolymer,44-51_ABAB,54.830815632,71.77536267,16.944547038
mike-copolymer,36-91_ABAB,49.22493601199999,66.16596533,16.941029318
mike-copolymer,36-76_ABAB,60.87689372399999,77.81770933,16.940815606
mike-copolymer,39-85_ABAB,59.23450249999999,76.17328133,16.93877883
mike-copolymer,34-80_ABAB,58.98339681999999,75.92143467,16.93803785
mike-copolymer,25-44_ABAB,52.177547704,69.10702133,16.929473626
homopolymer,5-sp01,45.036425603999994,61.96587333,16.929447726
mike-copolymer,11-63_ABAB,59.734743388,76.64475999999999,16.910016612
mike-copolymer,46-70_ABAB,52.479302387999994,69.38743199999999,16.908129612
mike-copolymer,49-55_ABAB,61.813874324,78.71927600000001,16.905401676
mike-copolymer,63-98_ABAB,73.47351560400001,90.36978667,16.896271066
mike-copolymer,63-84_ABAB,67.492224068,84.387676,16.895451932
mike-copolymer,64-83_ABAB,56.545798635999994,73.43483733,16.889038694
mike-copolymer,6-63_ABAB,58.686960812,75.57328933,16.886328518
mike-copolymer,45-76_ABAB,58.502168752,75.387648,16.885479248
mike-copolymer,43-62_ABAB,59.923137768000004,76.80701733,16.883879562
mike-copolymer,43-56_ABAB,53.592567267999996,70.46319467,16.870627402
mike-copolymer,17-80_ABAB,53.966135252,70.82648533,16.860350078
mike-copolymer,60-77_ABAB,55.833192104,72.68881867,16.855626566
mike-copolymer,61-75_ABAB,60.328446276,77.183776,16.855329724
kyle-mutants,1869,65.59355959599999,82.44305467,16.849495074
mike-copolymer,58-77_ABAB,53.323107367999995,70.16901999999999,16.845912632
kyle-mutants,657,87.27122970799999,104.1100573,16.838827592
mike-copolymer,22-77_ABAB,55.65051673999999,72.48492399999999,16.83440726
mike-copolymer,49-71_ABAB,58.486706747999996,75.30832,16.821613252
mike-copolymer,11-46_ABAB,49.336725296,66.15797333,16.821248034
mike-copolymer,80-94_ABAB,52.515549807999996,69.33558267,16.820032862
mike-copolymer,61-66_ABAB,59.204866091999996,76.02261733,16.817751238
kyle-mutants,520,78.247580316,95.05660133,16.809021014
mike-copolymer,43-91_ABAB,52.307237736,69.09819067,16.790952934
mike-copolymer,58-78_ABAB,50.700713572,67.48656933,16.785855758
homopolymer,4-sp50,54.29944131599999,71.07833199999999,16.778890684
mike-copolymer,61-67_ABAB,65.458272056,82.23654533,16.778273274
mike-copolymer,45-91_ABAB,46.776336692,63.55198933,16.775652638
kyle-mutants,1279,68.169347008,84.937496,16.768148992
kyle-mutants,208,66.644461864,83.41156667,16.767104806
mike-copolymer,36-64_ABAB,50.801111592000005,67.56323333,16.762121738
homopolymer,4-sp84,61.43098086,78.19279067,16.76180981
mike-copolymer,3-78_ABAB,49.020089803999994,65.78151067,16.761420866
mike-copolymer,33-44_ABAB,49.728556479999995,66.46684933,16.73829285
mike-copolymer,57-71_ABAB,59.045155592,75.76529467,16.720139078
mike-copolymer,20-82_ABAB,63.042194699999996,79.75478267,16.71258797
mike-copolymer,42-62_ABAB,55.32097579599999,72.03298133,16.712005534
kyle-mutants,1864,69.76341638,86.47526533,16.71184895
mike-copolymer,84-85_ABAB,60.911786056,77.623632,16.711845944
kyle-mutants,54,84.334042132,101.0443853,16.710343168
kyle-mutants,221,63.983383236,80.69334933,16.709966094
mike-copolymer,15-78_ABAB,49.341818864,66.041004,16.699185136
mike-copolymer,49-84_ABAB,60.508650779999996,77.20104267,16.69239189
mike-copolymer,80-98_ABAB,63.979895320000004,80.66409467,16.68419935
mike-copolymer,56-59_ABAB,53.913454652,70.59299067,16.679536018
pubchemqc,59900069,26.656767963460933,43.32476403588775,16.6679960724268
mike-copolymer,22-63_ABAB,62.549596976,79.210488,16.660891024
mike-copolymer,36-94_ABAB,49.725864507999994,66.38313067,16.657266162
mike-copolymer,57-80_ABAB,57.675487668,74.331816,16.656328332
kyle-mutants,1758,55.771079168,72.42611867,16.655039502
mike-copolymer,7-46_ABAB,48.742794636,65.39754933,16.654754694
kyle-mutants,729,67.8035952,84.451612,16.6480168
mike-copolymer,41-56_ABAB,52.545222179999996,69.18926,16.64403782
mike-copolymer,19-78_ABAB,45.774633176,62.418112,16.643478824
mike-copolymer,38-83_ABAB,60.771759704,77.41426133,16.642501626
mike-copolymer,16-45_ABAB,47.533293496,64.17576,16.642466504
mike-copolymer,33-46_ABAB,51.802431788,68.43964,16.637208212
mike-copolymer,50-60_ABAB,53.06632810799999,69.700008,16.633679892
mike-copolymer,6-78_ABAB,49.157187976,65.78412533,16.626937354
kyle-mutants,716,57.15006443199999,73.77282,16.622755568
mike-copolymer,39-62_ABAB,61.35911960799999,77.974688,16.615568392
mike-copolymer,62-86_ABAB,70.76693230400001,87.37619067,16.609258366
mike-copolymer,59-84_ABAB,58.585984704,75.19322533,16.607240626
mike-copolymer,41-42_ABAB,49.507821288,66.11446133,16.606640042
mike-copolymer,59-74_ABAB,55.436097892,72.03234,16.596242108
kyle-mutants,899,56.069576815999994,72.65828133,16.588704514
mike-copolymer,19-37_ABAB,44.301621884,60.88710133,16.585479446
mike-copolymer,2-37_ABAB,44.079666284,60.66189467,16.582228386
kyle-mutants,891,73.888538684,90.46154667,16.573007986
mike-copolymer,7-43_ABAB,49.887305276,66.459992,16.572686724
mike-copolymer,7-45_ABAB,44.435055723999994,61.004268,16.569212276
kyle-mutants,828,58.528919456000004,75.09569333,16.566773874
mike-copolymer,45-89_ABAB,52.309526407999996,68.87530267,16.565776262
kyle-mutants,33,66.59917193999999,83.16055867,16.56138673
kyle-mutants,1358,38.143069415999996,54.70129333,16.558223914
mike-copolymer,49-74_ABAB,57.327345048,73.87928133,16.551936282
mike-copolymer,43-70_ABAB,53.640974664000005,70.190628,16.549653336
mike-copolymer,63-71_ABAB,65.39160190400001,81.93896667,16.547364766
mike-copolymer,22-59_ABAB,53.648262331999995,70.19191067,16.543648338
pubchemqc,375666,28.238679173469947,44.781419747734994,16.542740574265
mike-copolymer,54-79_ABAB,54.491682808,71.03225467,16.540571862
mike-copolymer,59-71_ABAB,56.478005460000006,73.01333333,16.53532787
mike-copolymer,23-37_ABAB,52.482577035999995,69.01738267,16.534805634
mike-copolymer,83-84_ABAB,60.951377535999995,77.48017067,16.528793134
kyle-mutants,1240,89.16066416,105.682212,16.52154784
kyle-mutants,1250,69.79483618799999,86.315968,16.521131812
mike-copolymer,50-98_ABAB,63.859974324,80.37722133,16.517247006
mike-copolymer,37-52_ABAB,57.897512236,74.409812,16.512299764
mike-copolymer,34-36_ABAB,56.177624364,72.68432933,16.506704966
mike-copolymer,69-80_ABAB,57.324846216,73.828468,16.503621784
mike-copolymer,33-37_ABAB,51.265204219999994,67.768016,16.50281178
mike-copolymer,32-63_ABAB,59.629440352,76.12996667,16.500526318
mike-copolymer,27-79_ABAB,54.076970676,70.57523067,16.498259994
mike-copolymer,74-80_ABAB,54.796550376,71.29382,16.497269624
mike-copolymer,63-70_ABAB,62.83697627199999,79.32721067,16.490234398
mike-copolymer,37-67_ABAB,60.970520003999994,77.457724,16.487203996
kyle-mutants,1302,77.460945072,93.948032,16.487086928
mike-copolymer,63-100_ABAB,67.49562644,83.98181067,16.48618423
homopolymer,5-sp91,61.724086868,78.20877467,16.484687802
mike-copolymer,38-63_ABAB,67.306560584,83.79084133,16.484280746
mike-copolymer,50-71_ABAB,55.779337568,72.24743333,16.468095762
mike-copolymer,62-63_ABAB,69.13235399999999,85.59895733,16.46660333
mike-copolymer,30-45_ABAB,46.948778004,63.404976,16.456197996
mike-copolymer,1-81_ABAB,57.783607143999994,74.23699733,16.453390186
mike-copolymer,10-63_ABAB,56.218866192,72.67110799999999,16.452241808
mike-copolymer,41-54_ABAB,53.763858916,70.21573867,16.451879754
kyle-mutants,1349,27.502674684000002,43.953188,16.450513316
kyle-mutants,494,81.534185236,97.96909333,16.434908094
homopolymer,4-sp41,53.12485633599999,69.55758267,16.432726334
mike-copolymer,50-64_ABAB,53.476013271999996,69.9004,16.424386728
homopolymer,3-sp80,41.083398587999994,57.49647067,16.413072082
mike-copolymer,51-59_ABAB,58.413947283999995,74.816664,16.402716716
mike-copolymer,36-70_ABAB,50.55191481599999,66.951796,16.399881184
mike-copolymer,45-58_ABAB,45.535560488,61.92280533,16.387244842
mike-copolymer,37-75_ABAB,55.80494822799999,72.186852,16.381903772
mike-copolymer,34-44_ABAB,55.988765856,72.36805333,16.379287474
kyle-mutants,1612,53.424793875999995,69.802868,16.378074124
mike-copolymer,36-67_ABAB,59.609642687999994,75.98107867,16.371435982
mike-copolymer,61-69_ABAB,60.369833884,76.73948,16.369646116
kyle-mutants,1622,75.76517824,92.133108,16.36792976
mike-copolymer,8-61_ABAB,51.057465352,67.41439467,16.356929318
mike-copolymer,33-55_ABAB,57.37870563599999,73.72930799999999,16.350602364
mike-copolymer,55-59_ABAB,59.93355681999999,76.28166667,16.34810985
mike-copolymer,36-75_ABAB,54.455449744,70.803496,16.348046256
kyle-mutants,1008,87.754707968,104.09703329999999,16.342325332
kyle-mutants,444,90.63158125199999,106.9651253,16.333544048
mike-copolymer,45-67_ABAB,57.193398684,73.51431333,16.320914646
mike-copolymer,41-55_ABAB,58.55820332799999,74.86555333,16.307350002
mike-copolymer,28-39_ABAB,54.010320652000004,70.309028,16.298707348
mike-copolymer,34-43_ABAB,59.259718295999996,75.55661467,16.296896374
homopolymer,4-sp49,59.637870136,75.931104,16.293233864
mike-copolymer,11-39_ABAB,52.015471276,68.30027333,16.284802054
homopolymer,5-sp19,46.124155599999995,62.406271999999994,16.2821164
mike-copolymer,39-49_ABAB,58.837825796,75.11157867,16.273752874
mike-copolymer,43-85_ABAB,57.780553608,74.04711333,16.266559722
homopolymer,5-sp08,51.6588339,67.912464,16.2536301
kyle-mutants,866,83.560727184,99.81124933,16.250522146
mike-copolymer,61-76_ABAB,66.75555436399999,82.99785733,16.242302966
mike-copolymer,78-92_ABAB,55.41528953599999,71.653904,16.238614464
mike-copolymer,31-53_ABAB,54.68330921199999,70.91775200000001,16.234442788
mike-copolymer,71-77_ABAB,58.578001287999996,74.80442933,16.226428042
mike-copolymer,78-89_ABAB,57.553814352,73.775336,16.221521648
mike-copolymer,45-69_ABAB,52.089589083999996,68.309844,16.220254916
kyle-mutants,868,43.266180139999996,59.48307467,16.21689453
mike-copolymer,12-80_ABAB,51.15384443199999,67.37029067,16.216446238
mike-copolymer,50-66_ABAB,56.00295402399999,72.21472533,16.211771306
mike-copolymer,9-45_ABAB,43.521102592,59.72964267,16.208540078
mike-copolymer,26-57_ABAB,56.0197538,72.226664,16.2069102
mike-copolymer,10-44_ABAB,43.71956733599999,59.922092000000006,16.202524664
mike-copolymer,25-63_ABAB,64.64456553999999,80.84524667,16.20068113
mike-copolymer,49-58_ABAB,53.235956976000004,69.43622267,16.200265694
mike-copolymer,37-91_ABAB,50.613079219999996,66.80971600000001,16.19663678
mike-copolymer,38-43_ABAB,58.099934647999994,74.28805733,16.188122682
mike-copolymer,11-45_ABAB,45.01749211199999,61.19721067,16.179718558
mike-copolymer,31-57_ABAB,57.192977623999994,73.36927333,16.176295706
mike-copolymer,45-74_ABAB,49.625749168,65.80099733,16.175248162
mike-copolymer,34-45_ABAB,53.77638519199999,69.94726667,16.170881478
mike-copolymer,15-86_ABAB,60.497480331999995,76.667404,16.169923668
mike-copolymer,37-72_ABAB,60.79239786,76.960444,16.16804614
mike-copolymer,74-77_ABAB,57.417704967999995,73.57933467,16.161629702
mike-copolymer,36-49_ABAB,54.287909008,70.44489200000001,16.156982992
kyle-mutants,1698,63.259702308,79.41522133,16.155519022
mike-copolymer,31-83_ABAB,57.02272641599999,73.17795867,16.155232254
mike-copolymer,41-43_ABAB,54.114234411999995,70.268772,16.154537588
mike-copolymer,43-84_ABAB,58.27836300399999,74.43225867,16.153895666
mike-copolymer,42-49_ABAB,52.769438627999996,68.92172533,16.152286702
mike-copolymer,58-99_ABAB,64.19340603999999,80.33607733,16.14267129
kyle-mutants,920,86.353409632,102.49557469999999,16.142165068
mike-copolymer,32-79_ABAB,50.123361132,66.26542133,16.142060198
mike-copolymer,27-80_ABAB,54.069887396,70.19857067,16.128683274
kyle-mutants,750,78.08570546399999,94.21433333,16.128627866
mike-copolymer,46-67_ABAB,61.542254808,77.66822933,16.125974522
kyle-mutants,1695,67.772648252,83.89014933,16.117501078
mike-copolymer,28-59_ABAB,52.875241164,68.98872,16.113478836
mike-copolymer,59-64_ABAB,54.170266471999994,70.281944,16.111677528
mike-copolymer,36-98_ABAB,61.183897376,77.28609333,16.102195954
mike-copolymer,6-86_ABAB,60.314439852,76.41585333,16.101413478
homopolymer,5-sp14,58.42829973199999,74.52618933,16.097889598
kyle-mutants,612,106.30955366,122.40527469999999,16.09572104
mike-copolymer,61-89_ABAB,60.596033236,76.68787733,16.091844094
kyle-mutants,1504,52.101908011999996,68.192776,16.090867988
kyle-mutants,720,63.345199539999996,79.40476267,16.05956313
kyle-mutants,1468,55.497749956,71.557112,16.059362044
mike-copolymer,16-39_ABAB,54.47880281199999,70.53793467,16.059131858
mike-copolymer,9-46_ABAB,47.847070812,63.89687867,16.049807858
mike-copolymer,39-58_ABAB,52.46202176,68.51132133,16.04929957
mike-copolymer,1-37_ABAB,43.9240172,59.97216533,16.04814813
kyle-mutants,275,68.225428204,84.27258133,16.047153126
mike-copolymer,11-53_ABAB,50.853172812,66.89950267,16.046329858
mike-copolymer,18-44_ABAB,60.886369128,76.93133733,16.044968202
mike-copolymer,59-98_ABAB,64.557043668,80.60075067,16.043707002
mike-copolymer,44-52_ABAB,56.361797192,72.394052,16.032254808
mike-copolymer,7-78_ABAB,49.584828648,65.61111333,16.026284682
mike-copolymer,9-78_ABAB,48.744494564,64.76484933,16.020354766
mike-copolymer,33-63_ABAB,62.160457615999995,78.17557333,16.015115714
mike-copolymer,36-74_ABAB,52.007449083999994,68.01734667,16.009897586
mike-copolymer,33-50_ABAB,52.553057596,68.56149333,16.008435734
mike-copolymer,19-63_ABAB,55.301751335999995,71.30975467,16.008003334
mike-copolymer,57-79_ABAB,57.698135664000006,73.70301333,16.004877666
mike-copolymer,71-83_ABAB,58.866137752,74.86856267,16.002424918
mike-copolymer,7-39_ABAB,51.347068052000004,67.34735067,16.000282618
mike-copolymer,50-79_ABAB,54.409448976,70.40947067,16.000021694
kyle-mutants,1111,95.17451747199999,111.170644,15.996126528
mike-copolymer,33-56_ABAB,51.36855143599999,67.36239733,15.993845894
mike-copolymer,22-78_ABAB,53.013405676,68.99977067,15.986364994
mike-copolymer,6-46_ABAB,48.311886863999995,64.29060799999999,15.978721136
mike-copolymer,51-79_ABAB,57.812818052000004,73.78796533,15.975147278
mike-copolymer,33-59_ABAB,53.245932767999996,69.21738,15.971447232
