Folder,Molecule,alpha_GFN2,alpha_wb97,error
kyle-mutants,353,86.04398233199998,173.13913200000002,87.095149668
kyle-mutants,862,74.88998172,161.87559199999998,86.98561028
kyle-mutants,52,91.741366652,178.674332,86.932965348
kyle-mutants,327,78.53217513999999,165.2809733,86.74879816
kyle-mutants,1216,119.436362748,205.9278413,86.491478552
kyle-mutants,1730,109.778022312,196.254808,86.476785688
kyle-mutants,950,89.44220411599998,175.70456399999998,86.262359884
kyle-mutants,352,87.033728484,173.0323747,85.998646216
kyle-mutants,342,85.231836328,171.2266267,85.994790372
kyle-mutants,426,102.246785532,188.18209869999998,85.935313168
kyle-mutants,1081,116.09278744799998,201.952216,85.859428552
kyle-mutants,1542,85.67047043999999,171.51058930000002,85.84011886
kyle-mutants,590,105.56527646,191.21249730000002,85.64722084
kyle-mutants,1212,67.289041232,152.7805973,85.491556068
kyle-mutants,1067,75.845942728,161.27293600000002,85.426993272
kyle-mutants,1357,75.04020704799998,160.390412,85.350204952
homopolymer,4-sp47,51.368375463999996,136.4758813,85.107505836
kyle-mutants,610,78.47834976,163.2014747,84.72312494
kyle-mutants,831,75.79492372399999,160.29431069999998,84.499386976
kyle-mutants,1713,80.706740176,164.927056,84.220315824
kyle-mutants,1093,88.40921517599999,172.012704,83.603488824
kyle-mutants,1238,73.5555523,156.991444,83.4358917
kyle-mutants,711,105.21176869199999,188.54134399999998,83.329575308
kyle-mutants,874,85.07783093199998,168.079308,83.001477068
kyle-mutants,1800,66.856117848,149.722868,82.866750152
kyle-mutants,1219,94.86675887199998,177.454812,82.588053128
kyle-mutants,220,89.593579996,171.8138413,82.220261304
kyle-mutants,269,89.91988196,172.0835467,82.16366474
kyle-mutants,168,78.43518777999999,160.214884,81.77969622
kyle-mutants,135,105.24611786399998,186.8016533,81.555535436
kyle-mutants,1188,70.845436536,152.3081813,81.462744764
kyle-mutants,248,107.40522193199999,188.43873069999998,81.033508768
pubchemqc,58364267,15.33124342697006,96.31413494122386,80.9828915142538
kyle-mutants,1657,105.125507336,185.83176,80.706252664
kyle-mutants,366,89.592053376,170.28011730000003,80.6880639240001
kyle-mutants,1568,77.600909264,157.714424,80.113514736
kyle-mutants,1422,81.14430439599998,161.1365293,79.992224904
kyle-mutants,1364,55.174691411999994,134.5867107,79.412019288
kyle-mutants,296,120.333702288,199.251808,78.918105712
kyle-mutants,459,85.237602556,164.10526130000002,78.867658744
kyle-mutants,455,99.823718432,178.21725869999997,78.393540268
kyle-mutants,117,64.551150752,142.88581069999998,78.334659948
kyle-mutants,268,116.432827956,194.56326669999999,78.130438744
kyle-mutants,510,75.716159012,153.3717587,77.655599688
kyle-mutants,1821,93.35493754,170.95450400000001,77.59956646
kyle-mutants,1815,103.124476592,180.70938130000002,77.584904708
kyle-mutants,334,103.827970616,181.3646267,77.536656084
