ID,alpha_GFN2(A^3),gap_GFN2(eV),alpha_DFT(A^3),gap_DFT(eV),pi_sys_size
200729,37.71868997712583,2.7092,39.17300112000001,8.6251927192985,7
201497,17.29929139392895,8.838,16.752857595000002,10.014333926101001,1
202081,21.991992679484387,3.8111,21.50213745,10.5795143935895,3
202774,25.7643665869637,2.4733,27.60691489500001,7.682862455017,17
202886,25.20821380614861,4.0289,27.18631647,10.223317363285,9
203064,29.879993781427192,3.0336,31.003018725000004,8.268179347442501,11
203672,13.943948532929973,4.1366,13.870609950000002,10.9800659815255,1
204660,21.13423199838811,3.0146,20.84548032,9.280170757452,7
204748,28.66298712656694,3.4139999999999997,29.803115385000005,8.737575739555,8
205325,28.33169960683363,3.7178,29.201385495,9.4861609422805,7
205584,15.262175422152385,3.3122,15.351966000000004,9.697049176418,7
206701,22.17436819737833,2.2853,23.41965135,7.9438196376465,11
206756,24.224494786804968,4.2917,24.010662525,10.638018871447,3
207355,31.792500488567853,2.5276,32.526064155,7.9906232199325,10
208202,25.27188077460967,3.1279,26.101256505,8.654036787451501,11
208394,22.480187655338693,2.2938,22.36037557500001,8.713901834561499,6
208874,28.593874962705307,2.7303,28.4762175,8.918803563988,11
208889,23.208050359453626,3.4566,22.375144680000005,9.129419684275,3
209164,18.612991684776002,3.4303,19.923325065,8.794719648160001,8
209192,27.03409706572668,1.3718,31.132433625000008,6.2314071764499985,9
209955,28.916414546193128,2.3280000000000003,30.577135035,8.734310373349,9
210283,32.728333914831936,2.3819999999999997,32.266147665000005,9.303028320894,3
210366,28.974782725748376,2.5364,28.416498945,8.727235413236,7
210821,37.36456052507281,2.6152,38.156896575,8.3753922045395,7
210942,35.923869937649066,2.8064,36.544742565,8.440427414809001,13
211326,32.06057492961073,2.9547,31.66170105,9.424391098216999,6
211537,43.90312866763021,1.5516,48.84933343500001,7.223806389223499,20
211757,25.19036599496834,2.8472,25.39678501500001,8.415937168264,15
212050,24.244354205440807,3.4408,25.04514201000001,9.030370242693,7
212319,26.24229132503357,3.2032,26.73790866,8.934314053466503,10
213076,21.013046689690963,5.4793,20.538539790000005,12.0211735735385,4
213589,41.06720804306226,2.5735,41.499950175,8.2377025961865,9
214210,26.54276546408877,1.5477,26.98187056500001,8.1805586875815,8
214654,22.471455278487888,2.4137,23.51913288,8.015385580328001,16
216984,26.494797776679178,3.0511,28.915981185000003,8.1979739740135,14
217631,31.58640711852585,3.7206,32.08738716000001,9.840725289482,7
218339,39.6789988493536,2.6234,39.797996055,8.548184499607,6
219499,22.167716630243262,11.2822,22.39653271500001,12.178727492978005,1
220080,19.188516060157426,3.846,18.722137455,10.4026403907645,3
221288,20.65328088395984,3.8207,20.08706949,10.350394531468499,2
221830,26.522220246609148,1.7990000000000002,28.359497115,7.4034015305534995,18
221857,31.353892414463267,3.31,31.43161914,8.9441101520845,7
222118,32.61066354748626,2.3558,34.377092385,8.079332335195499,13
222212,25.097049488551523,4.689,24.821333265000003,11.839673635255,3
223426,18.367461472967868,4.4669,17.854069725000006,10.5403299991175,3
223549,25.523277026398397,3.1119,25.805775615,8.796896558963999,15
223566,30.187258633061337,3.3621,31.291732500000002,8.613491823727,12
223636,40.41199778374608,2.7468,42.65890506,8.601518814305,13
224042,43.257755354002676,1.3226,48.16713909,6.618625185711501,22
224953,33.56343404169511,3.5579,34.11445917,9.3288791366915,8
225321,26.27386726423591,8.4838,25.91903835,10.2693046040195,1
225887,32.900371326343674,3.8799,33.545823930000005,9.3022119793425,8
225941,22.4306812178872,2.8822,23.15686995,8.5745795431055,11
226218,32.70956809936531,4.2041,32.842784895,9.650245594132,6
227189,22.38095161426052,4.2639,22.081688985,11.1803417754935,3
227196,25.83719581612299,4.3866,25.630028205,11.2619759306435,3
227476,18.309454271369287,2.1067,19.1810664,7.892934347603,9
228512,17.76521050306063,3.3854,17.549351969999996,9.168604078747,13
228937,18.266598067390454,4.1666,18.255749865,9.6423542924675,8
229071,8.00224425328607,2.6076,8.122168035000001,9.194727008394999,7
229912,17.60222376915952,2.7745,17.511614190000003,9.0480576429755,11
230298,24.499718991982217,2.9998,26.711976285,8.058651682557501,18
230848,21.62727068789991,4.1212,21.70421239500001,9.534325093819,8
231142,30.84170618566859,2.4517,33.52073127,7.671977900997,12
231457,18.15071465947807,3.7525,17.149598235,10.8456417393785,3
232459,18.917780518069435,3.5154,18.462863100000003,9.954468878991,6
232894,25.961877394898,3.4719,25.46238157500001,9.657048440394501,6
233005,28.949150327130624,2.9153,29.186566995,8.904109416060999,13
234289,23.060079923269697,4.2775,22.797817695,10.260052733102501,6
234530,24.06342156208056,2.2548,23.83190202,8.551449865813,8
234640,25.392906340188066,3.1139,25.419210345000003,8.294030163239999,10
234872,25.784510668429903,1.4361,27.966016545,6.8047510594535,13
235107,11.397522301235194,3.8179,10.847043210000002,10.7003329432115,5
235115,19.829163911527047,2.5195,21.59272788,7.955248419367501,14
236245,24.386926568962345,4.1638,23.809526085000005,9.948210260429502,6
237460,31.620504568775267,10.3306,31.884027945000003,12.077773254442501,1
237869,18.801059421984203,3.0692,18.824187525000006,9.266565064927,10
237944,29.271805198323808,2.177,32.926262445,7.409115921414,12
238032,31.31105013984729,2.8303,32.461406100000005,8.736759398003501,9
238164,25.33160810433675,5.0701,25.43328792,11.2489144658195,4
238958,31.719440683997806,1.4931,36.08038017000001,6.7432533292405,17
239041,6.496295193602152,5.7477,6.048862305000001,11.5340897811435,2
239524,30.626324746108487,1.9937,34.90201305,7.1633971144125,22
239607,28.51740587248293,4.905,28.49459244,11.9139607164415,3
239613,17.29378514642734,3.3359,17.78625039,9.335409869103499,7
239878,29.140720706359268,3.7612,29.422724490000004,9.339491576861,7
239913,30.037012820635773,2.8211,28.001086995000005,9.1269706596205,6
241030,18.89214737852813,2.8142,19.723522290000005,9.6265716891385,4
241307,31.045795505675287,3.4228,31.75041447,9.133229278182,12
241629,35.1955216322353,2.1422,35.62471129500001,7.996881838493999,10
241792,30.882299460921523,2.0,32.610134445,8.161238604196,12
242681,13.995370702328856,4.7475,13.373548065000005,10.942242156306,2
243265,24.131505324045936,3.9103,24.308514375,9.315545558017,12
243457,29.71947328567585,2.6677,31.061206035000005,9.057581627743,4
244135,17.823550379336027,3.4566,18.18881964,9.115269764049,9
244221,28.25023802550364,2.4076,30.26639109000001,7.873886378067999,16
244470,22.373013655646872,3.9542,22.00897954500001,11.138164128666,3
244626,22.115872578971388,4.0029,21.053038110000006,10.920745162116498,3
245264,26.63144126990255,2.7327,26.949171075,9.057581627743,9
245422,15.467216236190193,3.9518,14.689974210000004,10.764279698079,3
245476,28.876082520586177,2.9837,32.761777095,7.983276145969,15
245626,14.986925581020081,4.6088,14.579329410000005,10.850811902538002,2
245658,29.77855704920185,3.542,29.12432929500001,9.477725412915,6
246407,16.792800496327473,3.5492,16.393459575,9.363709709555499,7
246465,27.073124769504968,2.6258,26.75806182,8.827101196369503,9
247446,17.843155216637896,2.8146,18.703169775,8.319608865187,9
247675,22.98626541396513,4.539,22.820638185000004,10.901697192581501,4
247766,19.653039713863013,6.3989,19.952912670000003,11.958315274073,2
247780,33.55981388919863,3.4152,34.232612010000004,8.834176156482503,10
247825,21.475042756776308,4.2374,20.732217585,10.087260438035,1
248037,18.243642921951338,3.6019,19.339871325,9.868480902233,1
248149,23.792022300670773,2.8619,24.23269305,7.563676588498,9
248239,12.107658705633098,2.2894,11.9180256,9.470650452802,3
249157,16.927857375847207,6.8506,15.600669825,12.480773867033,3
249507,27.532791965667897,4.7114,27.050924775,11.7572231385535,4
